----------------------------------------------------------------------- clean --
---------------------------------------------------------------------- search --
Making directory 'build'
0.8;2;47872775
0.9;2;47793831
1;2;47687485
1.1;2;47666181
0.8;2.1;47847346
0.9;2.1;47797469
1;2.1;47723355
1.1;2.1;47657967
0.8;2.2;47926240
0.9;2.2;47817589
1;2.2;47795028
1.1;2.2;47687485
0.8;2.3000000000000003;47845149
0.9;2.3000000000000003;47827520
1;2.3000000000000003;47819587
1.1;2.3000000000000003;47776960
0.8;2.4000000000000004;47860163
0.9;2.4000000000000004;47765296
1;2.4000000000000004;47846993
1.1;2.4000000000000004;47769332
0.8;2.5000000000000004;47844959
0.9;2.5000000000000004;47878392
1;2.5000000000000004;47872771
1.1;2.5000000000000004;47812961
0.8;2.6000000000000005;47876306
0.9;2.6000000000000005;47845345
1;2.6000000000000005;47816215
1.1;2.6000000000000005;47823101
0.8;2.7000000000000006;47834211
0.9;2.7000000000000006;47860163
1;2.7000000000000006;47872175
1.1;2.7000000000000006;47837060
0.8;2.8000000000000007;47829961
0.9;2.8000000000000007;47847022
1;2.8000000000000007;47846946
1.1;2.8000000000000007;47851908
0.8;2.900000000000001;47857105
0.9;2.900000000000001;47818898
1;2.900000000000001;47877188
1.1;2.900000000000001;47857460
Build duration: 30m0.828463712s
OK
